AUDITYEAR,DBKEY,EIN,AGENCY        
2018,       137750,586000279,00   
2018,       137752,586000280,00   
2018,       137755,586000285,00   
2018,       137760,586000284,00   
2018,       137763,586000165,00   
2018,       137766,586000291,00   
2018,       137768,586000293,00   
2018,       137769,586000143,00   
2018,       137770,586000295,00   
2018,       137773,586000299,00   
2018,       137774,586000300,00   
2018,       137781,586000306,00   
2018,       137785,586000310,00   
2018,       137788,586000314,00   
2018,       137790,586003006,00   
2018,       137799,586000324,00   
2018,       137803,586000328,00   
2018,       137805,586000329,00   
2018,       137807,586000175,00   
2018,       137809,586000331,00   
2018,       137810,586000332,00   
2018,       137811,586000333,00   
2018,       137814,586000336,00   
2018,       137815,586000337,00   
2018,       137817,586000338,00   
2018,       137819,580871915,00   
2018,       137820,586000340,00   
2018,       137823,586000342,00   
2018,       137830,586000146,00   
2018,       137839,580964452,00   
2018,       137843,582242282,00   
2018,       137843,582242282,17   
2018,       137849,586000842,00   
2018,        13786,133420753,00   
2018,       137874,996000354,12   
2018,       137874,996000354,84   
2018,       137875,990252020,10   
2018,       137875,990252020,11   
2018,       137875,990252020,12   
2018,       137875,990252020,15   
2018,       137875,990252020,17   
2018,       137875,990252020,97   
2018,       137883,996000449,84   
2018,       137883,996000449,93   
2018,       137884,996001089,84   
2018,       137884,996001089,93   
2018,       137888,990257422,00   
2018,       137893,996000567,00   
2018,       137894,996000658,00   
2018,       137895,996000618,00   
2018,       137896,996001257,14   
2018,       137896,996001257,20   
2018,       137901,820290701,00   
2018,       137901,820290701,43   
2018,        13790,133422748,00   
2018,       137921,826000924,00   
2018,       137962,826000935,00   
2018,       137965,826000952,10   
2018,       137965,826000952,11   
2018,       137965,826000952,12   
2018,       137965,826000952,20   
2018,       137965,826000952,84   
2018,       137965,826000952,93   
2018,       137971,826000282,00   
2018,       137973,826000284,00   
2018,       137973,826000284,10   
2018,       137976,826000287,00   
2018,       137987,826000298,00   
2018,       137990,826000301,00   
2018,       137993,826000304,00   
2018,       138005,826000316,00   
2018,       138008,826000319,00   
2018,       138010,826000165,00   
2018,       138010,826000165,16   
2018,       138034,826000164,00   
2018,       138054,826000208,00   
2018,       138066,826000231,00   
2018,        13808,133434410,00   
2018,       138088,826000229,00   
2018,       138100,826000196,00   
2018,       138120,826000176,00   
2018,        13812,133434924,00   
2018,       138147,826800250,00   
2018,       138155,826000219,00   
2018,       138173,826000184,00   
2018,       138185,826000223,00   
2018,       138204,820299265,00   
2018,       138234,826001076,00   
2018,        13834,133441465,00   
2018,       138348,826000549,00   
2018,       138349,826001275,00   
2018,       138350,826001213,00   
2018,       138353,826000590,00   
2018,       138354,826000591,00   
2018,       138355,826001400,00   
2018,       138356,826000612,00   
2018,       138357,826000613,00   
2018,       138358,826000617,00   
2018,       138359,826000616,00   
2018,       138361,826000619,00   
2018,        13836,133442001,00   
2018,       138362,826000615,00   
2018,       138363,826001220,00   
2018,       138368,826001206,00   
2018,       138369,826001158,00   
2018,       138371,826000683,00   
2018,        13837,133442022,00   
2018,       138374,826000728,00   
2018,       138376,826003508,00   
2018,       138377,826000727,00   
2018,       138379,826003335,00   
2018,       138381,826001904,00   
2018,       138387,826000734,00   
2018,       138391,866000742,00   
2018,       138393,826000749,00   
2018,       138395,826000751,00   
2018,       138396,826001228,00   
2018,       138398,826000771,00   
2018,       138403,826000779,00   
2018,       138409,826000812,00   
2018,       138410,826000813,00   
2018,       138411,826000811,00   
2018,       138412,826000936,84   
2018,       138415,826000814,00   
2018,       138419,826000821,00   
2018,       138420,826004161,00   
2018,       138426,826000835,00   
2018,       138427,826000083,00   
2018,       138428,826000837,00   
2018,       138430,826000843,00   
2018,       138431,826000839,00   
2018,       138434,826000860,00   
2018,       138435,826000855,00   
2018,       138437,826000864,00   
2018,       138438,826000862,00   
2018,       138440,826000865,00   
2018,       138444,826000884,00   
2018,       138448,826000893,00   
2018,       138451,826000895,00   
2018,       138458,826000906,00   
2018,       138461,826000920,00   
2018,       138463,820255476,00   
2018,       138466,820301156,00   
2018,       138467,820255928,15   
2018,       138467,820255928,93   
2018,       138468,820330805,00   
2018,       138475,820311062,00   
2018,       138493,362580815,12   
2018,       138493,362580815,47   
2018,       138493,362580815,84   
2018,       138493,362580815,93   
2018,       138509,376013590,00   
2018,       138509,376013590,84   
2018,       138532,362684803,84   
2018,       138532,362684803,93   
2018,       138538,362708817,14   
2018,       138538,362708817,21   
2018,       138560,366008480,84   
2018,       138590,376000511,10   
2018,       138590,376000511,11   
2018,       138590,376000511,12   
2018,       138590,376000511,13   
2018,       138590,376000511,14   
2018,       138590,376000511,15   
2018,       138590,376000511,16   
2018,       138590,376000511,17   
2018,       138590,376000511,19   
2018,       138590,376000511,20   
2018,       138590,376000511,39   
2018,       138590,376000511,43   
2018,       138590,376000511,45   
2018,       138590,376000511,47   
2018,       138590,376000511,59   
2018,       138590,376000511,64   
2018,       138590,376000511,66   
2018,       138590,376000511,77   
2018,       138590,376000511,81   
2018,       138590,376000511,83   
2018,       138590,376000511,84   
2018,       138590,376000511,89   
2018,       138590,376000511,93   
2018,       138590,376000511,96   
2018,       138590,376000511,97   
2018,       138590,376000511,98   
2018,       138590,376000511,99   
2018,       138595,370910458,84   
2018,       138607,376000379,00   
2018,       138628,366006551,00   
2018,       138635,376000896,00   
2018,       138652,366006594,00   
2018,       138655,366006600,00   
2018,       138660,376001284,00   
2018,       138663,376001569,00   
2018,       138674,376001661,00   
2018,       138675,376001701,00   
2018,       138681,376001845,00   
2018,       138687,366006649,00   
2018,       138690,376002039,00   
2018,       138696,376002171,00   
2018,       138704,366006657,00   
2018,       138707,366006681,10   
2018,       138707,366006681,14   
2018,       138770,376000524,00   
2018,       138778,376000571,00   
2018,       138868,366006024,00   
2018,       138869,366006027,00   
2018,       138879,366006067,00   
2018,        13892,133458299,00   
2018,       139024,370918320,00   
2018,        13905,133461695,00   
2018,        13905,133461695,93   
2018,       139086,376001118,00   
2018,       139105,366005862,00   
2018,       139111,366006090,00   
2018,       139158,366006137,00   
2018,       139158,366006137,14   
2018,          139,010212542,84   
2018,          139,010212542,93   
2018,       139235,376001563,00   
2018,       139347,376001700,00   
2018,       139468,376002037,00   
2018,       139468,376002037,20   
2018,       139512,376002207,20   
2018,       139556,366088568,00   
2018,       139744,366006465,00   
2018,        14034,133507988,00   
2018,        14036,133508093,00   
2018,       140491,366098167,00   
2018,       140543,366001313,14   
2018,       140657,362695776,00   
2018,       140685,366108690,14   
2018,       140713,371030677,00   
2018,       140717,370813558,00   
2018,       140727,370895281,00   
2018,       140742,371090458,00   
2018,       140747,366001312,00   
2018,       140747,366001312,14   
2018,       140755,376019282,00   
2018,       140755,376019282,14   
2018,       140766,370911553,00   
2018,       140781,362641172,00   
2018,       140796,362699279,00   
2018,       140807,376006768,00   
2018,       140813,366001599,00   
2018,       140813,366001599,14   
2018,       140849,366001624,00   
2018,       140859,376006628,00   
2018,       140877,362893518,00   
2018,       140877,362893518,14   
2018,       140900,376006948,00   
2018,       140913,371099038,00   
2018,       140929,676006816,00   
2018,       140934,376006329,14   
2018,       140942,370630459,00   
2018,       140944,376032396,14   
2018,       140947,362880790,00   
2018,       140961,370921016,00   
2018,       140969,370844710,00   
2018,       140977,366001311,00   
2018,       140980,366001877,00   
2018,       140980,366001877,14   
2018,       140989,376001946,00   
2018,       140998,376006677,00   
2018,       141002,376002052,00   
2018,       141003,376002051,00   
2018,       141007,370906070,00   
2018,       141007,370906070,20   
2018,       141020,376002143,14   
2018,       141030,370817937,00   
2018,       141033,376002206,14   
2018,       141034,376006897,14   
2018,       141049,366007746,00   
2018,       141057,366001314,00   
2018,       141100,366006678,00   
2018,       141104,362584285,00   
2018,       141104,362584285,14   
2018,       141109,363018264,00   
2018,        14111,133537710,00   
2018,       141113,376002405,00   
2018,       141117,376002416,00   
2018,       141118,421027794,00   
2018,       141119,376002421,00   
2018,       141120,370841292,00   
2018,       141123,376006870,00   
2018,       141124,366004125,00   
2018,        14114,133538961,00   
2018,       141156,376002529,00   
2018,       141156,376002529,84   
2018,       141158,376002530,00   
2018,       141163,376002546,00   
2018,       141169,376002534,00   
2018,       141175,376002590,00   
2018,       141177,376002586,00   
2018,       141184,370973775,00   
2018,        14119,133540234,00   
2018,       141198,376002687,00   
2018,        14120,133540337,00   
2018,        14120,133540337,93   
2018,       141202,370896233,00   
2018,       141204,366004408,00   
2018,       141206,366004405,00   
2018,       141209,366004308,00   
2018,       141209,366004308,84   
2018,       141210,366004364,00   
2018,       141211,366004307,00   
2018,       141213,366004321,00   
2018,       141215,366004409,00   
2018,       141216,366004346,00   
2018,       141217,366004348,00   
2018,       141218,366008136,00   
2018,       141219,366004330,00   
2018,       141221,366004381,00   
2018,       141223,366004372,00   
2018,       141224,366004373,00   
2018,       141225,366004347,00   
2018,       141226,366008307,00   
2018,       141228,366004384,00   
2018,       141230,366004320,00   
2018,        14123,133541913,00   
2018,       141233,366004383,00   
2018,       141234,366004281,00   
2018,       141235,366004363,00   
2018,       141235,366004363,84   
2018,       141236,366004282,00   
2018,       141241,366004393,00   
2018,       141242,366004340,00   
2018,       141245,366003301,00   
2018,       141247,366004311,00   
2018,       141248,366004356,00   
2018,       141250,366004414,00   
2018,       141250,366004414,84   
2018,       141252,366004263,00   
2018,       141255,366004367,00   
2018,       141260,366004392,00   
2018,       141262,366004382,00   
2018,       141264,366004355,00   
2018,       141266,366004323,00   
2018,       141270,366004334,00   
2018,       141271,366004402,00   
2018,       141276,366004324,00   
2018,       141278,366004399,00   
2018,       141279,366004301,00   
2018,       141281,366004359,00   
2018,       141282,366004379,00   
2018,       141283,366004309,00   
2018,       141284,366004357,00   
2018,       141289,366004410,00   
2018,       141291,366004335,00   
2018,       141293,366004339,00   
2018,       141294,366004391,00   
2018,       141296,366004350,00   
2018,       141297,366004261,00   
2018,       141298,366004403,00   
2018,       141301,366007366,00   
2018,       141306,366004358,00   
2018,       141308,366004401,00   
2018,       141312,366004338,00   
2018,       141319,366008077,00   
2018,       141321,366004376,00   
2018,       141324,366004366,00   
2018,       141325,366004332,00   
2018,       141326,366004388,00   
2018,       141327,366004325,00   
2018,       141332,366004396,00   
2018,       141333,366004361,00   
2018,       141337,366004362,00   
2018,       141339,366005681,00   
2018,       141344,366005821,00   
2018,       141345,521663707,00   
2018,       141346,383757598,00   
2018,       141348,362921544,00   
2018,       141349,366004301,00   
2018,       141351,362805070,00   
2018,       141352,362821648,00   
2018,       141353,363237600,00   
2018,       141356,362582782,00   
2018,       141357,362537114,00   
2018,       141358,362606236,84   
2018,       141359,362615274,84   
2018,       141360,362603931,00   
2018,       141360,362603931,84   
2018,       141361,362614971,00   
2018,       141362,362597699,84   
2018,       141363,362681999,84   
2018,       141364,376002691,00   
2018,       141370,366008504,00   
2018,       141378,366007370,00   
2018,       141381,376002708,00   
2018,       141384,376002714,00   
2018,       141387,366004477,00   
2018,       141395,362799886,00   
2018,       141397,366004533,00   
2018,       141398,366004510,00   
2018,       141399,362746876,00   
2018,       141400,366004526,00   
2018,       141407,366004487,00   
2018,       141409,362742192,00   
2018,       141410,366004504,00   
2018,       141414,362745691,00   
2018,       141421,366004505,00   
2018,       141424,366004442,00   
2018,       141426,362739066,00   
2018,       141429,366004527,00   
2018,       141430,362919494,00   
2018,       141433,362594972,84   
2018,       141436,376002722,00   
2018,       141442,376002728,00   
2018,       141452,376002862,00   
2018,       141461,376019574,00   
2018,       141463,371165620,00   
2018,       141466,376002917,00   
2018,       141475,370895488,00   
2018,       141479,370843247,00   
2018,       141492,370961613,00   
2018,       141508,366004648,00   
2018,       141509,366004649,00   
2018,       141512,363052325,00   
2018,       141521,370920773,00   
2018,       141523,376003379,00   
2018,       141524,371712142,00   
2018,       141530,371050961,00   
2018,       141531,376017845,00   
2018,       141532,370949238,00   
2018,       141541,376003443,00   
2018,       141542,376003492,00   
2018,       141565,366004748,00   
2018,       141567,366004758,00   
2018,       141568,366004752,00   
2018,       141569,366004736,00   
2018,       141571,366007357,00   
2018,       141572,366004750,00   
2018,       141573,366007988,00   
2018,       141575,362600170,00   
2018,       141576,366153030,00   
2018,       141576,366153030,84   
2018,       141577,366004772,00   
2018,       141579,366004773,00   
2018,       141582,366004784,00   
2018,       141589,362957481,00   
2018,       141591,362612340,00   
2018,       141598,366004828,00   
2018,       141600,376003555,00   
2018,       141604,300959364,00   
2018,       141606,370896983,00   
2018,       141624,366004867,00   
2018,       141625,363873034,00   
2018,       141626,366004892,00   
2018,       141632,366004879,00   
2018,       141637,363660804,84   
2018,       141640,362663955,00   
2018,       141645,366004832,00   
2018,       141646,366004902,00   
2018,       141647,362435047,00   
2018,       141648,362605400,00   
2018,       141653,362648760,00   
2018,       141655,362780596,00   
2018,       141661,366004952,00   
2018,       141661,366004952,10   
2018,       141661,366004952,84   
2018,       141661,366004952,93   
2018,        14166,133555702,00   
2018,       141662,366004950,00   
2018,       141666,366004998,00   
2018,       141666,366004998,10   
2018,       141666,366004998,84   
2018,       141666,366004998,93   
2018,       141671,366004960,00   
2018,       141679,363672038,00   
2018,       141686,362614257,00   
2018,       141687,370958196,00   
2018,       141688,370958402,00   
2018,       141691,366007311,00   
2018,       141696,362588599,00   
2018,       141702,371180746,00   
2018,       141705,376003656,00   
2018,       141713,376003668,00   
2018,       141720,376004006,00   
2018,       141722,370900441,00   
2018,       141730,366005105,00   
2018,       141732,366005083,00   
2018,       141742,362679016,00   
2018,       141744,362640702,84   
2018,       141745,376004024,00   
2018,       141752,376004011,00   
2018,       141753,371271517,00   
2018,       141758,370900329,00   
2018,       141760,376003703,00   
2018,       141766,376003703,00   
2018,       141767,370953403,00   
2018,       141769,376003704,00   
2018,       141770,376003711,00   
2018,       141770,376003711,10   
2018,       141774,376003713,00   
2018,       141775,376003710,00   
2018,       141778,376006849,00   
2018,       141779,376006341,00   
2018,       141780,376006668,00   
2018,       141781,376003726,00   
2018,       141783,376006690,00   
2018,       141785,376006303,00   
2018,       141787,376006937,00   
2018,       141788,376006171,00   
2018,       141789,376014065,00   
2018,       141792,370957464,00   
2018,       141793,376006325,00   
2018,       141796,370919339,00   
2018,       141798,376003888,00   
2018,       141802,371250108,00   
2018,       141808,376003872,00   
2018,       141811,371179065,00   
2018,       141812,370892167,00   
2018,       141814,376006342,00   
2018,       141816,376021619,00   
2018,       141817,371030687,00   
2018,       141821,370842638,00   
2018,       141828,376014445,00   
2018,       141829,376014017,00   
2018,       141835,376004176,00   
2018,       141838,371205893,00   
2018,       141853,362610920,00   
2018,       141853,362610920,84   
2018,       141856,370906622,00   
2018,       141858,362653874,00   
2018,       141865,376001759,00   
2018,       141872,370907549,00   
2018,       141884,376004329,00   
2018,       141888,370857222,00   
2018,       141890,371232886,00   
2018,       141892,376013163,00   
2018,       141899,376004449,00   
2018,       141901,370906196,00   
2018,       141901,370906196,84   
2018,       141903,366005354,00   
2018,       141905,366005356,00   
2018,       141908,366005357,00   
2018,       141909,366005351,00   
2018,       141910,366005348,00   
2018,       141913,376004488,00   
2018,       141915,376004522,00   
2018,       141916,376004514,00   
2018,       141917,376006275,00   
2018,       141919,376016426,00   
2018,       141920,371142690,00   
2018,       141928,370913781,84   
2018,       141931,376006179,00   
2018,        14193,133562071,00   
2018,       141942,521661054,00   
2018,       141944,370896981,00   
2018,       141944,370896981,84   
2018,       141945,370906335,00   
2018,       141947,376053448,00   
2018,       141949,370906582,00   
2018,       141949,370906582,84   
2018,       141951,376004598,00   
2018,       141961,376004615,00   
2018,       141962,371239066,00   
2018,       141964,370900960,00   
2018,       141979,366005471,00   
2018,       141984,362616076,00   
2018,       141990,376004671,00   
2018,       141991,370922253,00   
2018,       141993,376004689,00   
2018,       141994,376004685,00   
2018,       142003,371205847,00   
2018,       142012,370903840,00   
2018,       142017,376004781,00   
2018,       142018,371209356,00   
2018,       142019,362774495,00   
2018,       142024,370916083,00   
2018,       142026,370889813,00   
2018,       142028,376004834,00   
2018,       142030,376004859,00   
2018,       142049,370921169,00   
2018,       142060,366005486,00   
2018,       142062,362746264,00   
2018,       142065,362903131,00   
2018,       142069,366005687,00   
2018,       142073,366005628,00   
2018,       142074,366005690,00   
2018,       142076,366008131,00   
2018,       142091,362740550,00   
2018,       142095,363027572,00   
2018,       142096,362829561,00   
2018,       142099,362638684,00   
2018,       142099,362638684,84   
2018,       142100,370859478,00   
2018,       142102,370857505,00   
2018,       142104,376006718,00   
2018,       142106,370905504,00   
2018,       142106,370905504,84   
2018,       142108,366005746,00   
2018,       142109,366005757,00   
2018,       142117,366009416,00   
2018,       142118,362557781,84   
2018,       142128,371130499,00   
2018,       142129,370982176,10   
2018,       142129,370982176,11   
2018,       142129,370982176,93   
2018,        14214,133568629,00   
2018,       142159,370974030,00   
2018,       142161,362604025,00   
2018,       142179,356000221,00   
2018,       142228,351485172,00   
2018,       142234,356001670,00   
2018,       142234,356001670,84   
2018,       142235,356001673,00   
2018,       142292,351308176,00   
2018,       142297,356004137,00   
2018,       142297,356004137,84   
2018,       142300,351180631,17   
2018,       142300,351180631,84   
2018,        14231,133572677,00   
2018,       142315,356000125,00   
2018,       142321,356000131,00   
2018,       142357,356000168,00   
2018,       142357,356000168,14   
2018,       142370,356000182,00   
2018,       142375,356000187,00   
2018,       142382,356000194,00   
2018,       142393,356000205,00   
2018,       142398,356000210,00   
2018,       142403,356000215,00   
2018,       142415,356000989,00   
2018,       142415,356000989,20   
2018,       142484,356000935,00   
2018,       142562,351619240,00   
2018,       142601,356001100,00   
2018,         1426,030197728,00   
2018,       142628,356001227,00   
2018,       142635,356001011,00   
2018,       142635,356001011,14   
2018,        14265,133584060,00   
2018,       142653,356001084,00   
2018,       142653,356001084,14   
2018,       142659,356000948,00   
2018,        14266,133584089,00   
2018,        14266,133584089,14   
2018,       142675,356001063,00   
2018,       142676,351065397,00   
2018,       142676,351065397,20   
2018,       142698,356000994,00   
2018,       142788,356001201,00   
2018,       142788,356001201,14   
2018,       142857,356001187,00   
2018,       142857,356001187,20   
2018,       142979,356001607,00   
2018,       142979,356001607,14   
2018,       142988,351359807,00   
2018,       143008,351178504,00   
2018,         1430,030199213,00   
2018,       143021,356001611,14   
2018,       143042,356001612,00   
2018,       143053,351263704,00   
2018,       143086,351313367,00   
2018,       143109,356001614,00   
2018,       143130,351522844,00   
2018,       143139,356006850,00   
2018,       143144,351129077,00   
2018,       143147,351471312,00   
2018,       143150,351350324,14   
2018,       143164,351519687,00   
2018,       143168,351066737,00   
2018,       143170,371361350,00   
2018,        14318,133600232,00   
2018,       143184,356004599,00   
2018,       143198,351329158,00   
2018,       143215,356006958,00   
2018,       143243,356007274,00   
2018,       143268,351154909,14   
2018,       143329,356006398,00   
2018,       143452,356002486,00   
2018,         1435,030210542,00   
2018,       143546,351098261,00   
2018,       143586,351076716,00   
2018,       143605,420933966,10   
2018,       143605,420933966,17   
2018,       143605,420933966,93   
2018,       143609,426005341,00   
2018,       143609,426005341,97   
2018,       143613,426005328,00   
2018,       143623,426004949,00   
2018,       143623,426004949,14   
2018,       143628,426004631,00   
2018,       143629,426004402,00   
2018,       143635,426004310,00   
2018,       143637,426004597,00   
2018,       143656,426005041,00   
2018,       143663,426004338,00   
2018,       143669,426004844,00   
2018,       143681,426004873,00   
2018,       143683,426004519,00   
2018,       143684,426004571,00   
2018,       143688,426004465,00   
2018,       143697,426004798,00   
2018,       143700,426004677,00   
2018,       143702,426004486,00   
2018,       143703,426005221,00   
2018,       143736,426004332,00   
2018,        14379,133622107,00   
2018,        14379,133622107,93   
2018,       143809,426004948,16   
2018,       143809,426004948,20   
2018,       143842,426004399,00   
2018,       143898,426004596,00   
2018,       143898,426004596,14   
2018,       143918,426004360,00   
2018,       143918,426004360,94   
2018,       143954,426005348,00   
2018,       144018,426004805,00   
2018,       144027,426004981,00   
2018,       144049,426004688,11   
2018,       144049,426004688,16   
2018,       144054,426004336,00   
2018,        14408,133629466,00   
2018,       144085,426005086,00   
2018,       144089,426004843,00   
2018,       144099,426004934,00   
2018,       144123,426005008,00   
2018,       144154,426004235,00   
2018,       144156,426004514,00   
2018,       144163,426005359,00   
2018,       144166,426151614,00   
2018,       144171,426004428,00   
2018,       144171,426004428,14   
2018,       144192,426004276,00   
2018,       144195,426004463,20   
2018,       144219,426004218,00   
2018,       144257,426005094,00   
2018,       144283,426004675,00   
2018,       144303,426005220,00   
2018,       144315,421004383,00   
2018,       144318,421200488,00   
2018,       144319,420998771,00   
2018,       144320,421084712,00   
2018,       144320,421084712,14   
2018,       144326,421149531,00   
2018,       144326,421149531,14   
2018,       144340,421176997,00   
2018,       144343,421014354,00   
2018,       144351,420928039,00   
2018,       144353,421057792,14   
2018,        14436,133637044,00   
2018,       144362,426036591,00   
2018,       144362,426036591,10   
2018,       144362,426036591,84   
2018,       144362,426036591,93   
2018,       144364,446001050,00   
2018,       144364,446001050,10   
2018,       144371,426037971,00   
2018,       144373,420862684,00   
2018,       144376,426003910,00   
2018,       144378,421028618,00   
2018,       144379,420925362,94   
2018,       144380,426000882,00   
2018,       144399,426040431,00   
2018,       144411,426001001,00   
2018,       144416,426000725,00   
2018,       144425,426002616,00   
2018,       144430,420930155,00   
2018,       144439,426036583,00   
2018,       144442,420884100,00   
2018,       144448,421029263,00   
2018,       144451,426049083,00   
2018,       144457,426023563,00   
2018,       144466,426039031,00   
2018,       144473,426037437,00   
2018,       144478,420926823,84   
2018,       144483,426001531,00   
2018,       144484,426039078,00   
2018,       144488,420929936,84   
2018,       144494,426036496,00   
2018,       144498,421440117,00   
2018,       144517,426021630,00   
2018,       144534,426038065,00   
2018,       144538,426049181,00   
2018,       144553,426037701,00   
2018,       144560,426023239,00   
2018,       144561,426036453,00   
2018,       144562,426023567,00   
2018,       144582,426038970,00   
2018,       144583,426002226,00   
2018,       144585,426023551,00   
2018,       144588,426020063,00   
2018,       144591,420872010,00   
2018,       144594,420924685,00   
2018,       144594,420924685,84   
2018,       144596,426023720,00   
2018,       144600,426038216,00   
2018,       144607,426036418,00   
2018,       144614,426036631,00   
2018,       144618,426021927,00   
2018,       144622,420926714,00   
2018,       144623,420864701,00   
2018,       144633,426038403,00   
2018,       144637,426038998,00   
2018,       144638,426004037,00   
2018,       144642,420926341,00   
2018,       144642,420926341,84   
2018,       144644,476001136,00   
2018,       144644,476001136,10   
2018,       144644,476001136,84   
2018,       144644,476001136,93   
2018,       144647,426038087,00   
2018,       144657,426037691,00   
2018,       144661,426021919,00   
2018,       144663,426001433,00   
2018,       144664,426002176,00   
2018,       144666,420863054,00   
2018,       144667,426017814,00   
2018,       144668,426039212,00   
2018,       144669,426004027,00   
2018,       144670,421028173,00   
2018,       144671,420926354,00   
2018,       144674,426001281,00   
2018,       144675,426001287,00   
2018,       144680,421028417,00   
2018,       144681,420925013,00   
2018,       144694,426001350,00   
2018,       144695,426023564,00   
2018,       144696,421028154,00   
2018,       144697,426025013,00   
2018,       144709,426039498,00   
2018,       144718,426039079,00   
2018,         1447,030214106,00   
2018,         1447,030214106,84   
2018,       144727,420927778,00   
2018,       144727,420927778,84   
2018,       144732,426037985,00   
2018,       144734,420923689,00   
2018,       144741,426037704,00   
2018,       144746,426001767,00   
2018,       144750,410906391,00   
2018,       144758,420924711,00   
2018,       144763,426003589,00   
2018,       144767,420926922,00   
2018,       144776,420896088,00   
2018,       144780,421015081,00   
2018,       144781,421013973,00   
2018,       144781,421013973,17   
2018,       144782,421013986,00   
2018,       144783,421025428,00   
2018,       144786,421023296,11   
2018,       144793,420843078,00   
2018,       144794,420991246,00   
2018,       144796,420945772,00   
2018,       144797,481124839,12   
2018,       144797,481124839,14   
2018,       144797,481124839,15   
2018,       144797,481124839,84   
2018,       144797,481124839,93   
2018,       144875,481040139,00   
2018,       144878,486023850,00   
2018,       144882,486017251,00   
2018,       144884,486000798,16   
2018,       144884,486000798,93   
2018,       144886,486028759,00   
2018,       144981,486041003,00   
2018,       144997,486033520,14   
2018,       144997,486033520,20   
2018,       145074,486034756,00   
2018,       145081,486100373,00   
2018,       145097,486034051,00   
2018,         1451,030215872,00   
2018,       145193,486015517,00   
2018,       145193,486015517,20   
2018,       145235,486000653,14   
2018,       145263,486006451,20   
2018,         1453,030216254,00   
2018,       145367,480917623,00   
2018,       145367,480917623,10   
2018,       145367,480917623,14   
2018,        14537,133678499,00   
2018,        14537,133678499,93   
2018,         1454,030216505,00   
2018,       145465,480878790,00   
2018,       145500,480699446,00   
2018,       145503,480830429,00   
2018,       145504,480697480,00   
2018,       145513,480721637,00   
2018,       145516,480720175,00   
2018,       145516,480720175,84   
2018,       145517,480698393,00   
2018,       145519,480723448,00   
2018,         1455,030216740,00   
2018,       145524,480722703,00   
2018,       145526,480722705,00   
2018,       145531,480690383,00   
2018,        14553,133683265,00   
2018,       145537,486841681,00   
2018,       145538,480724445,00   
2018,       145544,480698439,00   
2018,       145545,486020582,00   
2018,       145549,480732624,00   
2018,       145557,486005443,00   
2018,       145558,480697570,00   
2018,       145558,480697570,84   
2018,       145559,480720889,00   
2018,       145564,486041359,00   
2018,       145578,486025822,00   
2018,       145581,480724592,00   
2018,       145582,480873594,00   
2018,       145588,480726243,00   
2018,       145592,480697716,00   
2018,       145596,480697984,00   
2018,       145599,521718586,84   
2018,       145600,486037952,00   
2018,       145604,486019142,00   
2018,       145610,480699901,00   
2018,       145610,480699901,10   
2018,       145611,480856876,00   
2018,       145626,480697704,00   
2018,       145634,480724589,00   
2018,       145635,480698618,00   
2018,       145642,480840310,00   
2018,       145646,480724672,00   
2018,       145648,480764907,00   
2018,       145650,480720401,00   
2018,       145652,480697986,00   
2018,       145654,480735009,00   
2018,       145654,480735009,84   
2018,       145662,480724846,00   
2018,       145665,486040371,00   
2018,       145666,480698218,00   
2018,       145671,480724335,00   
2018,       145674,486034016,00   
2018,       145682,480823091,00   
2018,       145691,486019755,00   
2018,       145706,480698824,00   
2018,       145707,480720746,00   
2018,       145708,480698615,00   
2018,       145711,480691131,84   
2018,       145714,480698616,00   
2018,       145715,480720085,00   
2018,       145716,480838407,00   
2018,       145718,480720287,84   
2018,       145719,480698570,00   
2018,       145726,480697911,00   
2018,       145728,480698341,84   
2018,       145744,480724327,00   
2018,       145751,480699341,00   
2018,       145755,480699112,00   
2018,       145755,480699112,84   
2018,       145758,480720473,00   
2018,       145760,486015433,00   
2018,       145762,480698619,00   
2018,       145764,480855080,00   
2018,       145766,480697529,00   
2018,       145771,480726024,00   
2018,       145776,480697688,00   
2018,       145784,480724591,00   
2018,       145787,486017165,00   
2018,       145793,480735657,00   
2018,       145794,480697340,00   
2018,       145795,480792149,00   
2018,       145796,486006243,00   
2018,       145798,486000351,00   
2018,       145799,480921887,00   
2018,       145802,480697752,00   
2018,       145803,480756704,00   
2018,       145804,486028563,00   
2018,       145805,480724503,00   
2018,       145807,480722041,00   
2018,       145808,486030115,00   
2018,       145809,480723971,00   
2018,       145812,480690968,00   
2018,       145821,480724334,00   
2018,       145828,480722943,00   
2018,       145832,480698000,00   
2018,       145832,480698000,84   
2018,       145848,480679018,00   
2018,       145849,486031181,00   
2018,       145851,480697720,00   
2018,       145854,480859534,00   
2018,       145854,480859534,15   
2018,       145854,480859534,20   
2018,       145860,480808208,00   
2018,       145868,611099712,84   
2018,       145869,616055628,00   
2018,       145871,611005783,84   
2018,       145872,616001218,00   
2018,       145872,616001218,10   
2018,       145873,611014029,84   
2018,       145902,616001236,00   
2018,       145931,616000904,00   
2018,       145934,616000820,00   
2018,       145938,352209361,00   
2018,       145951,616000943,00   
2018,       146010,616003003,00   
2018,       146019,616001775,00   
2018,       146023,616002389,00   
2018,       146041,616001881,00   
2018,       146058,616601859,00   
2018,       146070,616001888,00   
2018,       146075,610858140,00   
2018,       146080,616001826,00   
2018,       146111,616013639,00   
2018,       146120,616001840,00   
2018,       146140,320049006,00   
